Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,TOTAL_BSMT_SF_SQRT,OPEN_PORCH_SF_SQRT,TOTAL_FLR_SQFT,SOLD_DATE,SOLD_HOW_LONG_AGO,GARAGE_CAPACITY,TOTAL_FLR_SQFT_PER_LOT_AREA
208,20,RL,70.04995836802665,12493,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,419,Rec,306,375,GasA,TA,Y,SBrkr,0,1100,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1960.0,RFn,1,312,TA,TA,Y,355,0,0,0,0,No,GdWo,No,0,WD,Normal,141000,33.166247903554,0.0,1100,2008-04-01,4657,312,0.08804930761226287
209,60,RL,70.04995836802665,14364,Pave,No,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065,Unf,0,92,GasA,Ex,Y,SBrkr,0,2062,1,0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,1988.0,Fin,2,454,TA,TA,Y,60,0,0,154,0,No,No,No,0,WD,Normal,277000,34.0147027033899,7.416198487095663,2062,2007-04-01,5023,227,0.14355332776385407
210,20,RL,75.0,8250,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787,Unf,0,305,GasA,Ex,Y,SBrkr,0,1092,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1964.0,RFn,2,504,TA,Gd,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Normal,145000,33.04542328371661,0.0,1092,2008-07-01,4566,252,0.13236363636363635
211,30,RL,67.0,5604,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,396,GasA,TA,N,FuseA,0,864,1,0,1,0,2,1,TA,5,Typ,0,No,No,1978.0,No,0,0,No,No,Y,0,96,0,0,0,No,No,No,0,WD,Normal,98000,29.393876913398138,0.0,864,2008-04-01,4657,0,0.15417558886509636
212,20,RL,83.0,10420,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,36,Unf,0,1176,GasA,Ex,Y,SBrkr,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,2009.0,RFn,2,460,TA,TA,Y,100,0,0,0,0,No,No,No,0,WD,Normal,186000,34.813790371058424,4.69041575982343,1212,2010-03-01,3958,230,0.1163147792706334
213,60,FV,72.0,8640,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,0,78,GasA,Ex,Y,SBrkr,0,1852,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2009.0,RFn,2,644,TA,TA,Y,168,0,0,0,0,No,No,No,0,New,Partial,252678,30.0,10.392304845413264,1852,2009-07-01,4201,322,0.21435185185185185
214,20,RL,43.0,13568,Pave,No,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716,Unf,0,274,GasA,Ex,Y,SBrkr,0,990,0,1,1,0,3,1,TA,5,Typ,0,No,Attchd,1996.0,Unf,2,576,TA,TA,Y,224,0,0,0,0,No,No,No,0,WD,Normal,156000,31.464265445104548,0.0,990,2006-07-01,5297,288,0.07296580188679246
215,60,RL,70.04995836802665,10900,Pave,No,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378,Unf,0,311,GasA,Ex,Y,SBrkr,0,1392,0,0,1,1,3,1,TA,6,Typ,0,No,Attchd,1977.0,Fin,1,299,TA,TA,Y,0,0,0,0,0,No,MnPrv,Shed,450,WD,Normal,161750,26.248809496813376,6.0,1392,2010-03-01,3958,299,0.12770642201834861
216,20,RL,72.0,10011,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,0,710,GasA,TA,Y,SBrkr,0,1236,0,1,1,0,2,1,Gd,6,Min1,1,Fa,Attchd,1957.0,Unf,1,447,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Normal,134450,32.71085446759225,0.0,1236,2006-05-01,5358,447,0.12346418939166916
217,20,RL,65.0,8450,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946,Unf,0,490,GasA,Ex,Y,SBrkr,0,1436,1,0,2,0,3,1,Gd,8,Typ,0,No,Attchd,2004.0,Unf,2,484,TA,TA,Y,139,0,0,0,0,No,No,No,0,WD,Normal,210000,37.89459064299283,9.899494936611665,1436,2008-04-01,4657,242,0.16994082840236685
218,70,RM,57.0,9906,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,686,GasA,Fa,N,SBrkr,0,1328,0,0,1,0,3,1,TA,8,Typ,0,No,Detchd,1940.0,Unf,1,210,TA,TA,Y,0,60,0,0,0,No,No,No,0,WD,Family,107000,26.19160170741759,13.114877048604,1328,2006-09-01,5235,210,0.13406016555622854
219,50,RL,70.04995836802665,15660,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341,Unf,0,457,GasA,Ex,Y,SBrkr,0,1954,0,1,1,1,3,1,Gd,8,Typ,2,TA,Attchd,1939.0,Unf,2,431,TA,TA,Y,0,150,0,0,0,No,No,No,0,WD,Normal,311500,28.24889378365107,10.908712114635714,1954,2008-05-01,4627,215,0.1247765006385696
220,120,RL,43.0,3010,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1232,GasA,Ex,Y,SBrkr,0,1248,0,0,2,0,2,1,Gd,5,Typ,0,No,Attchd,2005.0,Fin,2,438,TA,TA,Y,108,0,0,0,0,No,No,No,0,New,Partial,167240,35.32704346531139,0.0,1248,2006-03-01,5419,219,0.41461794019933557
221,20,RL,73.0,8990,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1498,GasA,Ex,Y,SBrkr,0,1498,0,0,2,0,2,1,Gd,5,Typ,0,No,Attchd,2006.0,RFn,2,675,TA,TA,Y,351,0,0,0,0,No,No,No,0,New,Partial,204900,38.704004960727254,5.744562646538029,1498,2006-04-01,5388,337,0.16662958843159065
222,60,RL,70.04995836802665,8068,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1010,GasA,Ex,Y,SBrkr,0,2267,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2002.0,RFn,2,390,TA,TA,Y,120,0,0,0,0,No,No,No,0,ConLI,Normal,200000,31.78049716414141,6.782329983125268,2267,2009-12-01,4048,195,0.2809866137828458
223,60,RL,85.0,11475,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,0,163,GasA,TA,Y,SBrkr,0,1552,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1975.0,RFn,2,434,TA,TA,Y,209,0,0,0,0,No,MnPrv,No,0,WD,Normal,179900,26.70205984563738,14.422205101855956,1552,2006-02-01,5447,217,0.13525054466230937
224,20,RL,70.0,10500,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,180,160,GasA,Gd,Y,SBrkr,0,864,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1989.0,Unf,2,576,TA,TA,Y,216,0,0,0,0,No,No,No,0,WD,Abnorml,97000,29.393876913398138,0.0,864,2009-03-01,4323,288,0.08228571428571428
225,20,RL,103.0,13472,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,0,2336,GasA,Ex,Y,SBrkr,0,2392,0,0,2,0,3,1,Ex,8,Typ,1,Ex,Attchd,2003.0,Fin,3,968,TA,TA,Y,248,0,0,0,0,No,No,No,0,WD,Normal,386250,48.908077042549934,10.246950765959598,2392,2009-06-01,4231,322,0.17755344418052257
226,160,RM,21.0,1680,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,GasA,TA,Y,SBrkr,0,1302,0,0,2,1,3,1,TA,6,Typ,0,No,Detchd,1991.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,No,No,No,0,COD,Abnorml,112000,25.099800796022265,0.0,1302,2009-05-01,4262,280,0.775
227,60,RL,82.0,9950,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565,Unf,0,638,GasA,Ex,Y,SBrkr,0,2520,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,721,TA,TA,Y,224,0,0,0,0,No,No,No,0,WD,Abnorml,290000,34.68429039204925,10.677078252031311,2520,2007-06-01,4962,240,0.25326633165829143
228,160,RM,21.0,1869,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,0,162,GasA,TA,Y,SBrkr,0,987,0,0,1,1,2,1,TA,5,Typ,0,No,Detchd,1987.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,106000,21.97726097583591,0.0,987,2008-09-01,4504,280,0.5280898876404494
229,20,RL,70.0,8521,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842,Unf,0,70,GasA,TA,Y,SBrkr,0,912,0,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1974.0,Unf,1,336,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Normal,125000,30.199337741083,0.0,912,2010-05-01,3897,336,0.10702969135078043
230,120,RL,43.0,3182,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1357,GasA,Ex,Y,SBrkr,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2005.0,Fin,2,430,TA,TA,Y,143,0,0,0,0,No,No,No,0,WD,Normal,192500,37.05401462729781,4.47213595499958,1555,2009-05-01,4262,215,0.48868636077938404
231,20,RL,73.0,8760,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1194,GasA,TA,Y,SBrkr,0,1194,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1959.0,RFn,1,312,TA,TA,Y,0,120,0,0,0,No,No,No,0,WD,Normal,148000,34.55430508634199,0.0,1194,2010-04-01,3927,312,0.1363013698630137
232,60,RL,174.0,15138,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689,Unf,0,773,GasA,Ex,Y,SBrkr,0,2794,1,0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,1995.0,Fin,3,810,TA,TA,Y,0,202,0,0,0,No,No,No,0,WD,Normal,403000,38.23610858861032,12.083045973594572,2794,2009-07-01,4201,270,0.18456863522261857
233,160,RM,21.0,1680,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,483,GasA,TA,Y,SBrkr,0,987,0,0,1,1,2,1,TA,5,Typ,1,Po,Attchd,1972.0,Unf,1,288,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,94500,21.97726097583591,0.0,987,2006-06-01,5327,288,0.5875
234,20,RL,75.0,10650,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,182,ALQ,712,0,GasA,TA,Y,SBrkr,0,894,1,0,1,0,3,1,TA,5,Typ,0,No,Attchd,1976.0,Unf,1,308,TA,TA,Y,365,0,0,0,0,No,MnPrv,No,0,WD,Normal,128200,29.899832775452108,0.0,894,2010-02-01,3986,308,0.08394366197183098
235,60,RL,70.04995836802665,7851,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,No,103.0,Gd,TA,PConc,Gd,TA,No,GLQ,625,Unf,0,235,GasA,Ex,Y,SBrkr,0,1960,1,0,2,1,4,1,Gd,8,Typ,2,TA,BuiltIn,2002.0,Fin,2,440,TA,TA,Y,288,0,0,0,0,No,No,No,0,WD,Normal,216500,29.32575659723036,6.928203230275509,1960,2010-05-01,3897,220,0.2496497261495351
236,160,RM,21.0,1680,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,358,Unf,0,125,GasA,TA,Y,SBrkr,0,987,0,0,1,1,2,1,TA,5,Typ,0,No,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,89500,21.97726097583591,0.0,987,2008-08-01,4535,264,0.5875
237,20,RL,65.0,8773,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1390,GasA,Ex,Y,SBrkr,0,1414,0,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,2004.0,RFn,2,494,TA,TA,Y,132,0,0,0,0,No,No,No,0,WD,Normal,185500,37.603191353926334,10.246950765959598,1414,2010-05-01,3897,247,0.1611763364869486
238,60,RL,70.04995836802665,9453,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402,Unf,0,594,GasA,Ex,Y,SBrkr,0,1744,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,1993.0,RFn,2,457,TA,TA,Y,370,0,238,0,0,No,No,No,0,WD,Normal,194500,31.559467676119,8.366600265340756,1744,2010-02-01,3986,228,0.18449169575796043
239,20,RL,93.0,12030,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1694,GasA,Ex,Y,SBrkr,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2007.0,Fin,3,818,TA,TA,Y,168,0,0,0,0,No,No,No,0,New,Partial,318000,41.15823125451335,15.0996688705415,1694,2007-12-01,4779,272,0.14081463009143808
240,50,RL,52.0,8741,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,94,Unf,0,641,GasA,TA,Y,FuseA,0,1487,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,1,220,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Normal,113000,27.110883423451916,11.832159566199232,1487,2010-04-01,3927,220,0.17011783548793044
241,20,FV,75.0,9000,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078,Unf,0,488,GasA,Ex,Y,SBrkr,0,1566,1,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2008.0,RFn,2,750,TA,TA,Y,144,0,0,0,0,No,No,No,0,WD,Normal,262500,39.57271787481876,12.96148139681572,1566,2010-04-01,3927,375,0.174
242,30,RM,40.0,3880,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,329,Unf,0,357,GasA,Gd,Y,SBrkr,0,866,0,0,1,0,2,1,Gd,4,Typ,0,No,No,1978.0,No,0,0,No,No,Y,58,0,0,0,0,No,No,No,0,WD,Normal,110500,26.19160170741759,6.48074069840786,866,2007-08-01,4901,0,0.2231958762886598
243,50,RM,63.0,5000,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,540,GasA,Gd,N,FuseA,0,1440,0,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1940.0,Unf,1,352,Fa,TA,Y,0,77,0,0,0,No,No,No,0,WD,Normal,79000,23.2379000772445,0.0,1440,2006-04-01,5388,352,0.288
244,160,RL,75.0,10762,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,626,GasA,TA,Y,SBrkr,0,1217,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,RFn,1,288,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,120000,25.019992006393608,5.291502622129181,1217,2009-04-01,4292,288,0.1130830700613269
245,60,RL,70.04995836802665,8880,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,253,GasA,Ex,Y,SBrkr,0,2110,1,0,2,1,3,1,Gd,8,Typ,2,Fa,Attchd,1994.0,RFn,2,463,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,205000,30.789608636681304,11.40175425099138,2110,2010-05-01,3897,231,0.2376126126126126
246,20,RL,80.0,10400,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,929,Unf,0,916,GasA,Gd,Y,SBrkr,0,1872,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,1988.0,Fin,2,604,TA,TA,Y,197,0,0,0,0,No,No,No,0,WD,Normal,241500,42.95346318982906,6.244997998398398,1872,2006-06-01,5327,302,0.18
247,190,RM,69.0,9142,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Fa,Stone,Fa,TA,No,Unf,0,Unf,0,1020,GasA,Gd,N,FuseP,0,1928,0,0,2,0,4,2,Fa,9,Typ,0,No,Detchd,1910.0,Unf,1,440,Po,Po,Y,0,112,0,0,0,No,No,No,0,WD,Normal,137000,31.937438845342623,7.745966692414834,1928,2006-04-01,5388,440,0.21089477138481733
248,20,RL,75.0,11310,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1367,GasA,Ex,Y,SBrkr,0,1375,0,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1954.0,Unf,2,451,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,140000,36.9729630946723,5.477225575051661,1375,2006-06-01,5327,225,0.12157382847038019
249,60,RL,72.0,11317,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,GasA,Ex,Y,SBrkr,0,1668,0,0,2,1,3,1,Gd,8,Typ,0,No,Attchd,2003.0,RFn,2,500,TA,TA,Y,144,0,0,0,0,No,No,No,0,WD,Normal,180000,28.982753492378876,8.246211251235321,1668,2007-09-01,4870,250,0.1473888839798533
250,50,RL,70.04995836802665,159000,Pave,No,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697,Unf,0,747,GasA,Gd,Y,SBrkr,0,2144,0,1,2,0,4,1,Gd,7,Typ,2,TA,Attchd,1958.0,Fin,2,389,TA,TA,Y,0,0,0,0,0,No,No,Shed,500,WD,Normal,277000,38.0,9.899494936611665,2144,2007-06-01,4962,194,0.013484276729559748
251,30,RL,55.0,5350,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,0,Unf,0,728,GasA,Ex,Y,SBrkr,0,1306,0,0,1,0,3,1,Fa,6,Mod,0,No,No,1978.0,No,0,0,No,No,Y,263,0,0,0,0,No,GdWo,Shed,450,WD,Normal,76500,26.981475126464083,0.0,1306,2010-05-01,3897,0,0.2441121495327103
252,120,RM,44.0,4750,Pave,No,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573,Unf,0,0,GasA,Ex,Y,SBrkr,0,1625,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,Fin,2,538,TA,TA,Y,123,0,0,153,0,No,No,No,0,WD,Family,235000,39.66106403010388,0.0,1625,2007-12-01,4779,269,0.34210526315789475
253,60,RL,65.0,8366,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,GasA,Ex,Y,SBrkr,0,1640,0,0,2,1,3,1,Gd,6,Typ,0,No,Attchd,2004.0,RFn,2,520,TA,TA,Y,138,0,0,0,0,No,No,No,0,WD,Normal,173000,28.24889378365107,6.708203932499369,1640,2008-12-01,4413,260,0.19603155629930671
254,80,RL,85.0,9350,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270,ALQ,580,452,GasA,Ex,Y,SBrkr,0,1302,0,1,2,0,3,1,Gd,7,Min1,0,No,Attchd,1964.0,RFn,1,309,TA,TA,Y,333,0,0,0,0,No,MnPrv,No,0,CWD,Normal,158000,36.08323710533743,0.0,1302,2007-10-01,4840,309,0.13925133689839572
