Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,TOTAL_BSMT_SF_SQRT,OPEN_PORCH_SF_SQRT,TOTAL_FLR_SQFT,TOTAL_FLR_CNT,SOLD_DATE,SOLD_HOW_LONG_AGO,GARAGE_CAPACITY
223,60,RL,85.0,11475,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,0,163,GasA,TA,Y,SBrkr,0,1552,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1975.0,RFn,2,434,TA,TA,Y,209,0,0,0,0,No,MnPrv,No,0,WD,Normal,179900,26.70205984563738,14.422205101855956,1552,2,2006-02-01,5447,217
224,20,RL,70.0,10500,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,180,160,GasA,Gd,Y,SBrkr,0,864,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1989.0,Unf,2,576,TA,TA,Y,216,0,0,0,0,No,No,No,0,WD,Abnorml,97000,29.393876913398138,0.0,864,1,2009-03-01,4323,288
225,20,RL,103.0,13472,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,0,2336,GasA,Ex,Y,SBrkr,0,2392,0,0,2,0,3,1,Ex,8,Typ,1,Ex,Attchd,2003.0,Fin,3,968,TA,TA,Y,248,0,0,0,0,No,No,No,0,WD,Normal,386250,48.908077042549934,10.246950765959598,2392,1,2009-06-01,4231,322
226,160,RM,21.0,1680,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,GasA,TA,Y,SBrkr,0,1302,0,0,2,1,3,1,TA,6,Typ,0,No,Detchd,1991.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,No,No,No,0,COD,Abnorml,112000,25.099800796022265,0.0,1302,2,2009-05-01,4262,280
227,60,RL,82.0,9950,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565,Unf,0,638,GasA,Ex,Y,SBrkr,0,2520,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,721,TA,TA,Y,224,0,0,0,0,No,No,No,0,WD,Abnorml,290000,34.68429039204925,10.677078252031311,2520,2,2007-06-01,4962,240
228,160,RM,21.0,1869,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,0,162,GasA,TA,Y,SBrkr,0,987,0,0,1,1,2,1,TA,5,Typ,0,No,Detchd,1987.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,106000,21.97726097583591,0.0,987,2,2008-09-01,4504,280
229,20,RL,70.0,8521,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842,Unf,0,70,GasA,TA,Y,SBrkr,0,912,0,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1974.0,Unf,1,336,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Normal,125000,30.199337741083,0.0,912,1,2010-05-01,3897,336
230,120,RL,43.0,3182,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1357,GasA,Ex,Y,SBrkr,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2005.0,Fin,2,430,TA,TA,Y,143,0,0,0,0,No,No,No,0,WD,Normal,192500,37.05401462729781,4.47213595499958,1555,1,2009-05-01,4262,215
231,20,RL,73.0,8760,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1194,GasA,TA,Y,SBrkr,0,1194,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1959.0,RFn,1,312,TA,TA,Y,0,120,0,0,0,No,No,No,0,WD,Normal,148000,34.55430508634199,0.0,1194,1,2010-04-01,3927,312
232,60,RL,174.0,15138,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689,Unf,0,773,GasA,Ex,Y,SBrkr,0,2794,1,0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,1995.0,Fin,3,810,TA,TA,Y,0,202,0,0,0,No,No,No,0,WD,Normal,403000,38.23610858861032,12.083045973594572,2794,2,2009-07-01,4201,270
233,160,RM,21.0,1680,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,483,GasA,TA,Y,SBrkr,0,987,0,0,1,1,2,1,TA,5,Typ,1,Po,Attchd,1972.0,Unf,1,288,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,94500,21.97726097583591,0.0,987,2,2006-06-01,5327,288
234,20,RL,75.0,10650,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,182,ALQ,712,0,GasA,TA,Y,SBrkr,0,894,1,0,1,0,3,1,TA,5,Typ,0,No,Attchd,1976.0,Unf,1,308,TA,TA,Y,365,0,0,0,0,No,MnPrv,No,0,WD,Normal,128200,29.899832775452108,0.0,894,1,2010-02-01,3986,308
235,60,RL,70.04995836802665,7851,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,No,103.0,Gd,TA,PConc,Gd,TA,No,GLQ,625,Unf,0,235,GasA,Ex,Y,SBrkr,0,1960,1,0,2,1,4,1,Gd,8,Typ,2,TA,BuiltIn,2002.0,Fin,2,440,TA,TA,Y,288,0,0,0,0,No,No,No,0,WD,Normal,216500,29.32575659723036,6.928203230275509,1960,2,2010-05-01,3897,220
236,160,RM,21.0,1680,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,358,Unf,0,125,GasA,TA,Y,SBrkr,0,987,0,0,1,1,2,1,TA,5,Typ,0,No,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,89500,21.97726097583591,0.0,987,2,2008-08-01,4535,264
237,20,RL,65.0,8773,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1390,GasA,Ex,Y,SBrkr,0,1414,0,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,2004.0,RFn,2,494,TA,TA,Y,132,0,0,0,0,No,No,No,0,WD,Normal,185500,37.603191353926334,10.246950765959598,1414,1,2010-05-01,3897,247
238,60,RL,70.04995836802665,9453,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402,Unf,0,594,GasA,Ex,Y,SBrkr,0,1744,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,1993.0,RFn,2,457,TA,TA,Y,370,0,238,0,0,No,No,No,0,WD,Normal,194500,31.559467676119,8.366600265340756,1744,2,2010-02-01,3986,228
239,20,RL,93.0,12030,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1694,GasA,Ex,Y,SBrkr,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2007.0,Fin,3,818,TA,TA,Y,168,0,0,0,0,No,No,No,0,New,Partial,318000,41.15823125451335,15.0996688705415,1694,1,2007-12-01,4779,272
240,50,RL,52.0,8741,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,94,Unf,0,641,GasA,TA,Y,FuseA,0,1487,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,1,220,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Normal,113000,27.110883423451916,11.832159566199232,1487,2,2010-04-01,3927,220
241,20,FV,75.0,9000,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078,Unf,0,488,GasA,Ex,Y,SBrkr,0,1566,1,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2008.0,RFn,2,750,TA,TA,Y,144,0,0,0,0,No,No,No,0,WD,Normal,262500,39.57271787481876,12.96148139681572,1566,1,2010-04-01,3927,375
242,30,RM,40.0,3880,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,329,Unf,0,357,GasA,Gd,Y,SBrkr,0,866,0,0,1,0,2,1,Gd,4,Typ,0,No,No,1978.0,No,0,0,No,No,Y,58,0,0,0,0,No,No,No,0,WD,Normal,110500,26.19160170741759,6.48074069840786,866,1,2007-08-01,4901,0
243,50,RM,63.0,5000,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,540,GasA,Gd,N,FuseA,0,1440,0,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1940.0,Unf,1,352,Fa,TA,Y,0,77,0,0,0,No,No,No,0,WD,Normal,79000,23.2379000772445,0.0,1440,2,2006-04-01,5388,352
244,160,RL,75.0,10762,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,626,GasA,TA,Y,SBrkr,0,1217,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,RFn,1,288,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,120000,25.019992006393608,5.291502622129181,1217,2,2009-04-01,4292,288
245,60,RL,70.04995836802665,8880,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,253,GasA,Ex,Y,SBrkr,0,2110,1,0,2,1,3,1,Gd,8,Typ,2,Fa,Attchd,1994.0,RFn,2,463,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,205000,30.789608636681304,11.40175425099138,2110,2,2010-05-01,3897,231
246,20,RL,80.0,10400,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,929,Unf,0,916,GasA,Gd,Y,SBrkr,0,1872,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,1988.0,Fin,2,604,TA,TA,Y,197,0,0,0,0,No,No,No,0,WD,Normal,241500,42.95346318982906,6.244997998398398,1872,1,2006-06-01,5327,302
247,190,RM,69.0,9142,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Fa,Stone,Fa,TA,No,Unf,0,Unf,0,1020,GasA,Gd,N,FuseP,0,1928,0,0,2,0,4,2,Fa,9,Typ,0,No,Detchd,1910.0,Unf,1,440,Po,Po,Y,0,112,0,0,0,No,No,No,0,WD,Normal,137000,31.937438845342623,7.745966692414834,1928,2,2006-04-01,5388,440
248,20,RL,75.0,11310,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1367,GasA,Ex,Y,SBrkr,0,1375,0,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1954.0,Unf,2,451,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,140000,36.9729630946723,5.477225575051661,1375,1,2006-06-01,5327,225
249,60,RL,72.0,11317,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,GasA,Ex,Y,SBrkr,0,1668,0,0,2,1,3,1,Gd,8,Typ,0,No,Attchd,2003.0,RFn,2,500,TA,TA,Y,144,0,0,0,0,No,No,No,0,WD,Normal,180000,28.982753492378876,8.246211251235321,1668,2,2007-09-01,4870,250
250,50,RL,70.04995836802665,159000,Pave,No,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697,Unf,0,747,GasA,Gd,Y,SBrkr,0,2144,0,1,2,0,4,1,Gd,7,Typ,2,TA,Attchd,1958.0,Fin,2,389,TA,TA,Y,0,0,0,0,0,No,No,Shed,500,WD,Normal,277000,38.0,9.899494936611665,2144,2,2007-06-01,4962,194
251,30,RL,55.0,5350,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,0,Unf,0,728,GasA,Ex,Y,SBrkr,0,1306,0,0,1,0,3,1,Fa,6,Mod,0,No,No,1978.0,No,0,0,No,No,Y,263,0,0,0,0,No,GdWo,Shed,450,WD,Normal,76500,26.981475126464083,0.0,1306,1,2010-05-01,3897,0
252,120,RM,44.0,4750,Pave,No,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573,Unf,0,0,GasA,Ex,Y,SBrkr,0,1625,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,Fin,2,538,TA,TA,Y,123,0,0,153,0,No,No,No,0,WD,Family,235000,39.66106403010388,0.0,1625,1,2007-12-01,4779,269
253,60,RL,65.0,8366,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,GasA,Ex,Y,SBrkr,0,1640,0,0,2,1,3,1,Gd,6,Typ,0,No,Attchd,2004.0,RFn,2,520,TA,TA,Y,138,0,0,0,0,No,No,No,0,WD,Normal,173000,28.24889378365107,6.708203932499369,1640,2,2008-12-01,4413,260
254,80,RL,85.0,9350,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270,ALQ,580,452,GasA,Ex,Y,SBrkr,0,1302,0,1,2,0,3,1,Gd,7,Min1,0,No,Attchd,1964.0,RFn,1,309,TA,TA,Y,333,0,0,0,0,No,MnPrv,No,0,CWD,Normal,158000,36.08323710533743,0.0,1302,1,2007-10-01,4840,309
255,20,RL,70.0,8400,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,922,Unf,0,392,GasA,TA,Y,SBrkr,0,1314,1,0,1,0,3,1,TA,5,Typ,0,No,Attchd,1957.0,RFn,1,294,TA,TA,Y,250,0,0,0,0,No,No,No,0,WD,Normal,145000,36.24913792078372,0.0,1314,1,2010-06-01,3866,294
256,60,RL,66.0,8738,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,975,GasA,Ex,Y,SBrkr,0,2291,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1999.0,Fin,2,429,TA,TA,Y,192,0,0,0,0,No,No,No,0,WD,Normal,230000,31.22498999199199,0.0,2291,2,2006-02-01,5447,214
257,60,FV,64.0,8791,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,503,Unf,0,361,GasA,Ex,Y,SBrkr,0,1728,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,2003.0,RFn,2,673,TA,TA,Y,216,0,0,0,0,No,No,No,0,WD,Normal,207500,29.393876913398138,7.483314773547883,1728,2,2008-05-01,4627,336
258,20,RL,68.0,8814,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,1334,Unf,0,270,GasA,Ex,Y,SBrkr,0,1604,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2,660,TA,TA,Y,123,0,0,0,0,No,No,No,0,WD,Abnorml,220000,40.049968789001575,10.488088481701515,1604,1,2009-03-01,4323,330
259,60,RL,80.0,12435,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,361,Unf,0,602,GasA,Ex,Y,SBrkr,0,1792,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,RFn,2,564,TA,TA,Y,0,0,245,0,0,No,No,No,0,WD,Normal,231500,31.0322412983658,9.797958971132712,1792,2,2008-05-01,4627,282
260,20,RM,70.0,12702,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,PConc,No,No,No,No,0,No,0,0,GasA,Gd,Y,FuseA,0,882,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1956.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,97000,0.0,6.708203932499369,882,1,2008-12-01,4413,308
261,80,RL,120.0,19296,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,TA,TA,CBlock,TA,TA,Gd,Rec,672,ALQ,690,0,GasA,TA,Y,SBrkr,0,1382,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1991.0,Unf,2,884,TA,TA,Y,0,252,0,0,0,No,GdWo,No,0,WD,Normal,176000,36.90528417449187,0.0,1382,1,2009-05-01,4262,442
262,60,RL,69.0,9588,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1482,GasA,Ex,Y,SBrkr,0,2574,0,0,2,1,3,1,Ex,10,Typ,1,Gd,BuiltIn,2007.0,Fin,3,868,TA,TA,Y,0,0,0,0,0,No,No,No,0,New,Partial,276000,38.49675310984031,12.165525060596439,2574,2,2007-11-01,4809,289
263,80,RL,88.0,8471,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,506,Unf,0,0,GasA,TA,Y,SBrkr,0,1212,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Unf,2,492,TA,TA,Y,292,0,0,0,0,No,GdWo,No,0,WD,Normal,151000,22.494443758403985,3.4641016151377544,1212,1,2006-07-01,5297,246
264,50,RM,50.0,5500,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,234,ALQ,692,0,GasA,TA,Y,SBrkr,390,1316,1,0,1,0,3,1,TA,6,Typ,0,No,Detchd,1974.0,Unf,2,484,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,130000,30.430248109405877,0.0,926,1,2010-04-01,3927,242
265,30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,680,GasA,Gd,N,FuseP,0,764,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1965.0,Unf,2,504,TA,TA,N,0,0,0,0,0,No,No,No,0,WD,Normal,73000,26.076809620810597,0.0,764,1,2008-06-01,4596,252
266,20,RL,78.0,12090,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,588,LwQ,228,606,GasA,TA,Y,SBrkr,0,1422,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1981.0,Fin,2,576,TA,TA,Y,276,0,0,0,0,No,GdPrv,No,0,WD,Normal,175500,37.70941526992961,0.0,1422,1,2008-06-01,4596,288
267,60,RL,70.0,11207,Pave,No,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,714,Unf,0,88,GasA,Gd,Y,SBrkr,0,1511,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Fin,2,413,TA,TA,Y,95,0,0,0,0,No,No,No,0,WD,Normal,185000,28.319604517012593,8.660254037844387,1511,2,2006-06-01,5327,206
268,75,RL,60.0,8400,Pave,No,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,378,Unf,0,342,GasA,Ex,Y,SBrkr,420,2192,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Detchd,1939.0,Unf,1,240,TA,TA,Y,262,0,0,0,0,No,No,No,0,WD,Normal,179500,26.832815729997478,4.898979485566356,1772,2,2008-07-01,4566,240
269,30,RM,71.0,6900,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403,Rec,125,212,GasA,Ex,Y,SBrkr,0,778,0,0,1,0,2,1,TA,4,Typ,1,Gd,Detchd,1966.0,Fin,1,924,Ex,Ex,Y,0,0,0,0,0,No,No,No,0,WD,Normal,120500,27.202941017470888,5.0,778,1,2008-02-01,4717,924
270,20,RL,70.04995836802665,7917,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,751,Unf,0,392,GasA,TA,Y,SBrkr,0,1113,1,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1987.0,RFn,1,504,TA,Gd,Y,370,0,0,0,0,No,GdPrv,No,0,WD,Normal,148000,33.80828300875393,5.477225575051661,1113,1,2007-05-01,4993,504
